Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q21002,applicnats by recruiting,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - job posting by source - summary,R1048,"{""base_query"": ""applicants by recruiting"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""applicants->applicnats""]}",2.0.0,20260804
Q21003,workers by businesss process,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,process events by status - audit (3),R1186,"{""base_query"": ""workers by business process"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""business->businesss""]}",2.0.0,20260804
Q21004,supervisory team by jobs & poistions,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - all positions by status - current,R2831,"{""base_query"": ""supervisory team by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""positions->poistions""]}",2.0.0,20260804
Q21005,aplpicant by recruiting,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,cr_leave eligibility by organization,R2895,"{""base_query"": ""applicant by recruiting"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""applicant->aplpicant""]}",2.0.0,20260804
Q21006,stafff by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - active employee by region - detail,R1442,"{""base_query"": ""staff by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""staff->stafff""]}",2.0.0,20260804
Q21007,satff by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,inbox actions by initiator - summary,R1792,"{""base_query"": ""staff by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""staff->satff""]}",2.0.0,20260804
Q21008,bossses by goals and reviews,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - calibration by organization - historical,R0312,"{""base_query"": ""bosses by goals and reviews"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""bosses->bossses""]}",2.0.0,20260804
Q21009,people leave by worker data hsitory,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - worker trend by grade - summary,R3909,"{""base_query"": ""people leave by worker data history"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""history->hsitory""]}",2.0.0,20260804
Q21010,employese by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - earnings and deductions by period - monthly v2,R2723,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""employees->employese""]}",2.0.0,20260804
Q21011,supervisory org by jobs & postiions,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,all positions by organization - quarterly,R2333,"{""base_query"": ""supervisory org by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""positions->postiions""]}",2.0.0,20260804
Q21012,emlpoyee by worker data history,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - headcount - ytd,R0121,"{""base_query"": ""employee by worker data history"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""employee->emlpoyee""]}",2.0.0,20260804
Q21013,workers by workre data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,dax employee assignment - current,R1188,"{""base_query"": ""workers by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""worker->workre""]}",2.0.0,20260804
Q21014,legal etnity by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,inbox actions by initiator - summary,R1792,"{""base_query"": ""legal entity by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""entity->etnity""]}",2.0.0,20260804
Q21015,training results by gaols and reviews,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - talent review,R1878,"{""base_query"": ""training results by goals and reviews"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""goals->gaols""]}",2.0.0,20260804
Q21016,coverage dates by beneftis,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - benefit census by company - monthly,R0786,"{""base_query"": ""coverage dates by benefits"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""benefits->beneftis""]}",2.0.0,20260804
Q21017,people leaving by worker data histoyr,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,historical workforce by grade - historical v2,R0543,"{""base_query"": ""people leaving by worker data history"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""history->histoyr""]}",2.0.0,20260804
Q21018,work locatoin by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,dax position restrictions by organization - quarterly,R3117,"{""base_query"": ""work location by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""location->locatoin""]}",2.0.0,20260804
Q21019,epmloyees by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - employee contact by manager,R0241,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""employees->epmloyees""]}",2.0.0,20260804
Q21020,axis - position chnages by country (9),misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - position changes by country (9),R1824,"{""base_query"": ""axis - position changes by country (9)"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""changes->chnages""]}",2.0.0,20260804
Q21021,axis - process excetpions by process type - historical,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - process exceptions by process type - historical,R2370,"{""base_query"": ""axis - process exceptions by process type - historical"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""exceptions->excetpions""]}",2.0.0,20260804
Q21022,salary by compesnation,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,dax business process by initiator - copy,R2317,"{""base_query"": ""salary by compensation"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""compensation->compesnation""]}",2.0.0,20260804
Q21023,work locatino by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,manager hierarchy by region,R2251,"{""base_query"": ""work location by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""location->locatino""]}",2.0.0,20260804
Q21024,workers by wroker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - employee status by worker type,R2884,"{""base_query"": ""workers by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""worker->wroker""]}",2.0.0,20260804
Q21025,satff by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - employee assignment by country - ytd,R2001,"{""base_query"": ""staff by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""staff->satff""]}",2.0.0,20260804
Q21026,workers by worker data hitsory,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,hcm employee movement by quarter - current,R0469,"{""base_query"": ""workers by worker data history"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""history->hitsory""]}",2.0.0,20260804
Q21027,org by jobs & psoitions,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,supervisory position by company - historical,R1819,"{""base_query"": ""org by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""positions->psoitions""]}",2.0.0,20260804
Q21028,open role by jobs & poistions,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,dax position budget by status - quarterly,R2392,"{""base_query"": ""open role by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""positions->poistions""]}",2.0.0,20260804
Q21029,business process by asssignee,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,business process by assignee,R2379,"{""base_query"": ""business process by assignee"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""assignee->asssignee""]}",2.0.0,20260804
Q21030,work locaiton by jobs & positions,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - position restrictions by status,R3301,"{""base_query"": ""work location by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""location->locaiton""]}",2.0.0,20260804
Q21031,appilcation pipeline by recruiting,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - open job requisitions by recruiter,R3244,"{""base_query"": ""application pipeline by recruiting"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""application->appilcation""]}",2.0.0,20260804
Q21032,supervisory team by jobs & positoins,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,cr_mobility events by organization - historical,R3686,"{""base_query"": ""supervisory team by jobs & positions"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""positions->positoins""]}",2.0.0,20260804
Q21033,legal entiyt by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,worker demographics by organization (3),R0984,"{""base_query"": ""legal entity by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""entity->entiyt""]}",2.0.0,20260804
Q21034,axis - report run hitsory by report type,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - report run history by report type,R0763,"{""base_query"": ""axis - report run history by report type"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""history->hitsory""]}",2.0.0,20260804
Q21035,employing compayn by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - worker demographics by country - detail v3,R0457,"{""base_query"": ""employing company by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""company->compayn""]}",2.0.0,20260804
Q21036,boss by goasl and reviews,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - review ratings by review cycle - current,R0144,"{""base_query"": ""boss by goals and reviews"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""goals->goasl""]}",2.0.0,20260804
Q21037,legal entity by compensaiton,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,hcm annual compensation by region,R0710,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""compensation->compensaiton""]}",2.0.0,20260804
Q21038,where does each empolyee work by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - manager hierarchy by worker type - summary,R1886,"{""base_query"": ""where does each employee work by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""employee->empolyee""]}",2.0.0,20260804
Q21039,joiners by worker data hitsory,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,axis - employee movement by region - audit,R1227,"{""base_query"": ""joiners by worker data history"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""history->hitsory""]}",2.0.0,20260804
Q21040,boss by worekr data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,dax worker snapshot by worker type - summary,R2897,"{""base_query"": ""boss by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""worker->worekr""]}",2.0.0,20260804
